Source,Target,Weight
far,from,1
mutually,exclusive.,1
exclusive.,There,1
There,are,1
tons,of,1
options,that,1
options,before,1
options,come,1
that,offer,1
that,mean,1
that,means,1
flexible,subscriber,1
subscriber,and,1
send,thresholds,1
thresholds,along,1
along,with,1
robust,features,1
small,businesses,1
businesses,need—for,1
businesses,that,1
need—for,free.,1
free.,If,1
free.,Some,1
If,you're,1
you're,just,1
just,getting,1
getting,started,1
started,with,1
want,to,1
try,out,1
few,options,1
few,fully-designed,1
before,committing,1
committing,to,1
plenty,of,1
choices.,Here's,1
Here's,what,1
what,I,1
looked,for,1
when,testing,1
services:,The,1
number,of,1
subscribers,and,1
sends,included,1
sends,per,1
included,for,1
Some,free,1
platforms,are,1
this,regard,1
this,in,1
regard,offering,1
offering,thousands,1
thousands,of,1
per,month,1
month,while,1
while,others,1
while,testing.,1
others,include,1
include,low,1
low,caps,1
caps,that,1
mean,your,1
"""free""",platform,1
platform,isn't,1
isn't,free,1
very,long.,1
long.,I,1
kept,this,1
mind,while,1
testing.,Email,1
Email,templates,1
templates,and,1
templates,to,1
templates,the,1
customization.,You,1
You,shouldn't,1
shouldn't,have,1
start,your,1
operation,from,1
scratch.,The,1
come,with,1
at,least,1
at,the,1
least,a,1
fully-designed,and,1
professional,templates,1
get,your,1
campaign,started.,1
campaign,software,1
started.,And,1
And,in,1
there,aren't,1
aren't,any,1
editor,needs,1
needs,to,1
really,shine,1
shine,in,1
use.,Audience,1
Audience,segmentation.,1
segmentation.,Success,1
Success,with,1
relies,on,1
being,able,1
able,to,1
deliver,the,1
right,emails,1
right,people,1
right,time.,1
emails,to,1
people,at,1
time.,For,1
means,you,1
capable,audience,1
audience,segmentation,1
software,you,1
